date,count,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Volatility,Volatility_Smooth,sentiment,sentiment_mean_3d,sentiment_std_3d,sentiment_mean_5d,sentiment_std_5d,sentiment_mean_7d,sentiment_std_7d,sentiment_lag_1,sentiment_lag_2,sentiment_lag_3,sentiment_vol,news_sentiment_interaction,sentiment_per_news,sentiment_momentum,sentiment_vol_interaction,sentiment_extreme,sentiment_zscore
2023-01-31,29,9053.7001953125,9069.900390625,8994.0,9034.0,239317900,0.0,0.0,-0.0016907169634908792,0.11302290861917914,0.11302290861917914,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0.034482758620689655,0.0,0.0,1,1.2086290905048422
2023-02-01,17,9048.0,9126.599609375,9046.2001953125,9098.099609375,236081200,0.0,0.0,0.007095374072946692,0.1136309741425444,0.11332694138086177,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,0.058823529411764705,0.0,0.11302290861917914,1,1.2086290905048422
2023-02-02,16,9144.099609375,9281.400390625,9133.099609375,9229.7001953125,364813600,0.0,0.0,0.014464623557417955,0.10627411160628343,0.11097599812266899,-1.0,0.3333333333333333,1.1547005383792517,0.3333333333333333,1.1547005383792517,0.3333333333333333,1.1547005383792517,1.0,1.0,0.0,1.1547005383792517,-16.0,-0.0625,-2.0,-0.11332694138086177,1,-1.2086290905048422
2023-02-03,11,9214.2001953125,9248.5,9155.599609375,9225.599609375,297607800,0.0,0.0,-0.0004442815964469382,0.10691712353686006,0.10996127947621676,1.0,0.3333333333333333,1.1547005383792517,0.5,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,11.0,0.09090909090909091,2.0,0.11097599812266899,1,1.2086290905048422
2023-02-06,13,9174.7998046875,9198.599609375,9124.7998046875,9159.2001953125,148027100,0.0,0.0,-0.007197300649707916,0.10916274832936662,0.10980157324684674,-1.0,-0.3333333333333333,1.1547005383792517,0.2,1.0954451150103324,0.2,1.0954451150103324,1.0,-1.0,1.0,1.0954451150103324,-13.0,-0.07692307692307693,-2.0,-0.10996127947621676,1,-1.2086290905048422
2023-02-07,11,9165.7998046875,9204.2998046875,9149.7998046875,9172.400390625,145446500,0.0,0.0,0.0014411951951061042,0.1086255511405927,0.10892210175112944,-1.0,-0.3333333333333333,1.1547005383792517,-0.2,1.0954451150103324,0.0,1.0954451150103324,-1.0,1.0,-1.0,1.0954451150103324,-11.0,-0.09090909090909091,0.0,-0.10980157324684674,1,-1.2086290905048422
2023-02-08,11,9223.599609375,9277.7001953125,9200.0,9227.2998046875,181821800,0.0,0.0,0.0059852832109914544,0.10924099277301892,0.10804410547722434,1.0,-0.3333333333333333,1.1547005383792517,-0.2,1.0954451150103324,0.14285714285714285,1.0690449676496976,-1.0,-1.0,1.0,1.0954451150103324,11.0,0.09090909090909091,2.0,0.10892210175112944,1,1.2086290905048422
2023-02-09,15,9268.599609375,9296.2998046875,9243.5,9243.5,142052300,0.0,0.0,0.0017556810394596667,0.10921615875255952,0.10863251490647956,0.0,0.0,1.0000000000000002,0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,0,0.0
2023-02-10,14,9208.400390625,9214.5,9069.599609375,9117.400390625,179657200,0.0,0.0,-0.01364197645642884,0.11806537979524415,0.11086216615815639,-1.0,0.0,1.0000000000000002,-0.4,0.8944271909999161,-0.2857142857142857,0.9511897312113419,0.0,1.0,-1.0,0.8944271909999161,-14.0,-0.07142857142857142,-1.0,-0.10863251490647956,1,-1.2086290905048422
2023-02-13,10,9134.7998046875,9217.2001953125,9120.7001953125,9210.2998046875,108839700,0.0,0.0,0.01018924365305085,0.12087483417355423,0.1132045833269939,1.0,0.0,1.0000000000000002,0.0,1.0,0.0,1.0,-1.0,0.0,1.0,1.0,10.0,0.1,2.0,0.11086216615815639,1,1.2086290905048422
2023-02-14,14,9238.0,9311.599609375,9231.5,9263.2001953125,153032700,0.0,0.0,0.005743612232695927,0.12112821723569732,0.11570511654601483,0.0,0.0,1.0000000000000002,0.2,0.8366600265340757,-0.14285714285714285,0.8997354108424375,1.0,-1.0,0.0,0.8366600265340757,0.0,0.0,-1.0,0.0,0,0.0
2023-02-15,16,9273.5,9313.5,9258.7001953125,9294.7998046875,124531200,0.0,0.0,0.0034113058887565995,0.12121489771917275,0.1180998975352456,0.0,0.3333333333333333,0.5773502691896262,0.0,0.7071067811865477,0.0,0.816496580927726,0.0,1.0,-1.0,0.7071067811865477,0.0,0.0,0.0,0.0,0,0.0
2023-02-16,14,9338.900390625,9362.7998046875,9291.400390625,9327.2998046875,170117900,0.0,0.0,0.0034965788056682268,0.12093219764646389,0.12044310531402647,1.0,0.3333333333333333,0.5773502691896261,0.2,0.8366600265340757,0.2857142857142857,0.7559289460184544,0.0,0.0,1.0,0.8366600265340757,14.0,0.07142857142857142,1.0,0.1180998975352456,1,1.2086290905048422
2023-02-17,16,9276.2998046875,9363.099609375,9240.7998046875,9333.0,168390800,0.0,0.0,0.0006111302769140625,0.10251647711507542,0.11733332477799271,1.0,0.6666666666666666,0.5773502691896261,0.6,0.5477225575051663,0.2857142857142857,0.7559289460184544,1.0,0.0,0.0,0.5477225575051663,16.0,0.0625,0.0,0.12044310531402647,1,1.2086290905048422
2023-02-20,17,9352.400390625,9369.099609375,9273.900390625,9281.2998046875,101224000,0.0,0.0,-0.005539504480070678,0.09765654823652821,0.11268966759058752,-1.0,0.3333333333333333,1.1547005383792517,0.2,0.8366600265340757,0.14285714285714285,0.8997354108424372,1.0,1.0,0.0,0.8366600265340757,-17.0,-0.058823529411764705,-2.0,-0.11733332477799271,1,-1.2086290905048422
2023-02-21,13,9257.400390625,9286.099609375,9195.900390625,9252.099609375,116050500,0.0,0.0,-0.0031461321072456805,0.09912643763209115,0.10828931166986629,1.0,0.3333333333333333,1.1547005383792517,0.4,0.8944271909999161,0.42857142857142855,0.7867957924694431,-1.0,1.0,1.0,0.8944271909999161,13.0,0.07692307692307693,2.0,0.11268966759058752,1,1.2086290905048422
2023-02-22,15,9220.2998046875,9222.599609375,9118.5,9172.7001953125,154725800,0.0,0.0,-0.008581772507296193,0.1051416084505674,0.1050746538161452,1.0,0.3333333333333333,1.1547005383792517,0.6,0.8944271909999161,0.42857142857142855,0.7867957924694431,1.0,-1.0,1.0,0.8944271909999161,15.0,0.06666666666666667,0.0,0.10828931166986629,1,1.2086290905048422
2023-02-23,8,9183.599609375,9253.900390625,9179.5,9231.599609375,144006300,0.0,0.0,0.006421164194660989,0.10638752464788512,0.10216571921642945,0.0,0.6666666666666666,0.577350269189626,0.4,0.8944271909999161,0.42857142857142855,0.7867957924694431,1.0,1.0,-1.0,0.8944271909999161,0.0,0.0,-1.0,0.0,0,0.0
2023-02-24,19,9255.5,9314.5,9194.400390625,9201.5,254028900,0.0,0.0,-0.0032604977088079856,0.10415547045501297,0.10249351788441699,-1.0,0.0,1.0,0.0,1.0,0.2857142857142857,0.9511897312113418,0.0,1.0,1.0,1.0,-19.0,-0.05263157894736842,-1.0,-0.10216571921642945,1,-1.2086290905048422
2023-02-27,11,9252.5,9351.7001953125,9250.5,9314.2998046875,150061600,0.0,0.0,0.012258849610117917,0.1112685842239187,0.10521592508189506,1.0,0.0,1.0000000000000002,0.4,0.8944271909999161,0.2857142857142857,0.9511897312113418,-1.0,0.0,1.0,0.8944271909999161,11.0,0.09090909090909091,2.0,0.10249351788441699,1,1.2086290905048422
